MC,Hearing 1 Code,Hearing 1 Link,Hearing 2 Code,Hearing 2 Link,Date
 James R. Langevin,AS00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111126,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111149,"Wednesday, February 3, 2021"
 Elissa Slotkin,AS00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111126,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111149,"Wednesday, February 3, 2021"
 Elaine G. Luria,AS00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111126,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111149,"Wednesday, February 3, 2021"
 Sylvia R. Garcia,AS00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111126,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111141,"Wednesday, February 3, 2021"
 Nanette Diaz Barragen,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111149,IF14,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111136,"Wednesday, February 3, 2021"
 Al Green,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111149,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111141,"Wednesday, February 3, 2021"
 Ritchie Torres,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111149,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111141,"Wednesday, February 3, 2021"
 Emanuel Cleaver,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111149,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111141,"Wednesday, February 3, 2021"
 Josh Gottheimer,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111149,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111141,"Wednesday, February 3, 2021"
 Beth Van Duyne,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111134,"Thursday, February 4, 2021"
 Pete Stauber,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111134,"Thursday, February 4, 2021"
 Marie Newman,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111134,"Thursday, February 4, 2021"
 Carolyn Bourdeaux,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111134,"Thursday, February 4, 2021"
 Sharice Davids,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111134,"Thursday, February 4, 2021"
 Troy A. Carter,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111134,"Thursday, February 4, 2021"
 Beth Van Duyne,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111135,"Thursday, February 4, 2021"
 Pete Stauber,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111135,"Thursday, February 4, 2021"
 Marie Newman,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111135,"Thursday, February 4, 2021"
 Carolyn Bourdeaux,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111135,"Thursday, February 4, 2021"
 Sharice Davids,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111135,"Thursday, February 4, 2021"
 Troy A. Carter,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111135,"Thursday, February 4, 2021"
 Stephen F. Lynch,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,"Thursday, February 4, 2021"
 Mark DeSaulnier,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,"Thursday, February 4, 2021"
 Bob Gibbs,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,"Thursday, February 4, 2021"
 Eleanor Holmes Norton,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,"Thursday, February 4, 2021"
 Nancy Mace,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,"Thursday, February 4, 2021"
" Henry C. ""Hank"" Johnson, Jr.",PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,"Thursday, February 4, 2021"
 Stephen F. Lynch,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,"Thursday, February 4, 2021"
 Jake Auchincloss,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,"Thursday, February 4, 2021"
" Jeses G. ""Chuy"" Garcea",PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,"Thursday, February 4, 2021"
 Nikema Williams,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,"Thursday, February 4, 2021"
 Tom Malinowski,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111150,"Thursday, February 4, 2021"
 Jefferson Van Drew,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111150,"Thursday, February 4, 2021"
 Dina Titus,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111150,"Thursday, February 4, 2021"
 John Katko,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111150,"Thursday, February 4, 2021"
 Michael Guest,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111150,"Thursday, February 4, 2021"
 Carlos A. Gimenez,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111150,"Thursday, February 4, 2021"
" Donald M. Payne, Jr.",PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111129,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111150,"Thursday, February 4, 2021"
 Kweisi Mfume,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111134,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,"Thursday, February 4, 2021"
 Mike Flood,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111134,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,"Thursday, February 4, 2021"
 Byron Donalds,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111134,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,"Thursday, February 4, 2021"
 Nydia M. Velezquez,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111134,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,"Thursday, February 4, 2021"
 Blaine Luetkemeyer,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111134,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,"Thursday, February 4, 2021"
 Roger Williams,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111134,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,"Thursday, February 4, 2021"
 Andrew R. Garbarino,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111134,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111150,"Thursday, February 4, 2021"
 Judy Chu,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111134,WM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111180,"Thursday, February 4, 2021"
 Dwight Evans,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111134,WM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111180,"Thursday, February 4, 2021"
 Kweisi Mfume,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111135,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,"Thursday, February 4, 2021"
 Mike Flood,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111135,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,"Thursday, February 4, 2021"
 Byron Donalds,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111135,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,"Thursday, February 4, 2021"
 Nydia M. Velezquez,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111135,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,"Thursday, February 4, 2021"
 Blaine Luetkemeyer,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111135,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,"Thursday, February 4, 2021"
 Roger Williams,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111135,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,"Thursday, February 4, 2021"
 Andrew R. Garbarino,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111135,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111150,"Thursday, February 4, 2021"
 Judy Chu,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111135,WM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111180,"Thursday, February 4, 2021"
 Dwight Evans,SM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111135,WM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111180,"Thursday, February 4, 2021"
 Stephen F. Lynch,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,"Thursday, February 4, 2021"
 Carolyn B. Maloney,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,"Thursday, February 4, 2021"
 Pete Sessions,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,"Thursday, February 4, 2021"
 Alexandria Ocasio-Cortez,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,"Thursday, February 4, 2021"
 Ralph Norman,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,"Thursday, February 4, 2021"
 Rashida Tlaib,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,"Thursday, February 4, 2021"
 Ayanna Pressley,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,"Thursday, February 4, 2021"
 Andrew S. Clyde,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111150,"Thursday, February 4, 2021"
 Jake LaTurner,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111150,"Thursday, February 4, 2021"
 Clay Higgins,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111150,"Thursday, February 4, 2021"
 Jimmy Gomez,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,WM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111180,"Thursday, February 4, 2021"
 Danny K. Davis,GO00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111138,WM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111180,"Thursday, February 4, 2021"
 Al Green,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111150,"Thursday, February 4, 2021"
 Emanuel Cleaver,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111150,"Thursday, February 4, 2021"
 Ritchie Torres,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111150,"Thursday, February 4, 2021"
 Josh Gottheimer,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111142,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111150,"Thursday, February 4, 2021"
 Madeleine Dean,JU00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111145,BA01,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111151,"Thursday, February 4, 2021"
 Scott H. Peters,BU00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111163,IF18,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111146,"Tuesday, February 9, 2021"
 Janice D. Schakowsky,BU00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111163,IF18,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111146,"Tuesday, February 9, 2021"
" Earl L. ""Buddy"" Carter",BU00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111163,IF18,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111146,"Tuesday, February 9, 2021"
 Stephen F. Lynch,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111178,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111179,"Wednesday, February 10, 2021"
 Jake Auchincloss,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111178,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111179,"Wednesday, February 10, 2021"
" Jeses G. ""Chuy"" Garcea",PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111178,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111179,"Wednesday, February 10, 2021"
 Nikema Williams,PW00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111178,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111179,"Wednesday, February 10, 2021"
 Bryan Steil,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111179,HA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111184,"Wednesday, February 10, 2021"
 Barry Loudermilk,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111179,HA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111184,"Wednesday, February 10, 2021"
 Rodney Davis,HA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111184,AG00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111183,"Wednesday, February 10, 2021"
 Mayra Flores,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111152,AG00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111183,"Wednesday, February 10, 2021"
 Kat Cammack,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111152,AG00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111183,"Wednesday, February 10, 2021"
 J. Luis Correa,HM00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111152,AG00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111183,"Wednesday, February 10, 2021"
 Chip Roy,JU01,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111173,VR00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111195,"Thursday, February 11, 2021"
" Sanford D. Bishop, Jr.",AP23,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111188,AP18,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111193,"Tuesday, February 16, 2021"
 Sylvia R. Garcia,JU10,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111198,AS00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111212,"Wednesday, February 17, 2021"
 Mike Johnson,JU10,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111198,AS00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111212,"Wednesday, February 17, 2021"
 Sylvia R. Garcia,JU10,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111198,AS00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111212,"Wednesday, February 17, 2021"
 Mike Johnson,JU10,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111198,AS00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111212,"Wednesday, February 17, 2021"
 Marc A. Veasey,IF16,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111199,AS00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111212,"Wednesday, February 17, 2021"
 Ed Case,AP24,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111187,II00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111192,"Thursday, February 18, 2021"
 Melanie A. Stansbury,II00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111192,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111213,"Thursday, February 18, 2021"
 Paul Tonko,II00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111192,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111213,"Thursday, February 18, 2021"
 Jay Obernolte,II00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111192,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111213,"Thursday, February 18, 2021"
 Daniel Webster,II00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111192,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111213,"Thursday, February 18, 2021"
 A. Donald McEachin,II00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111192,IF03,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111210,"Thursday, February 18, 2021"
 Paul Tonko,II00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111192,IF03,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111210,"Thursday, February 18, 2021"
 Diana DeGette,II00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111192,IF03,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111210,"Thursday, February 18, 2021"
 Michael F. Q. San Nicolas,II00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111192,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111207,"Thursday, February 18, 2021"
 Rashida Tlaib,II00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111192,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111207,"Thursday, February 18, 2021"
" Jeses G. ""Chuy"" Garcea",II00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111192,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111207,"Thursday, February 18, 2021"
 Nydia M. Velezquez,II00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111192,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111207,"Thursday, February 18, 2021"
 Paul Tonko,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111213,IF03,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111210,"Thursday, February 18, 2021"
 Jerry McNerney,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111213,IF03,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111210,"Thursday, February 18, 2021"
 Brad Sherman,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111213,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111207,"Thursday, February 18, 2021"
 Frank D. Lucas,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111213,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111207,"Thursday, February 18, 2021"
 Anthony Gonzalez,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111213,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111207,"Thursday, February 18, 2021"
 Bill Posey,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111213,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111207,"Thursday, February 18, 2021"
 Bill Foster,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111213,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111207,"Thursday, February 18, 2021"
 Ed Perlmutter,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111213,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111207,"Thursday, February 18, 2021"
 Sean Casten,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111213,BA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111207,"Thursday, February 18, 2021"
 Brenda L. Lawrence,AP23,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111219,GO24,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111221,"Tuesday, February 23, 2021"
 Eleanor Holmes Norton,PW02,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111215,GO24,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111221,"Tuesday, February 23, 2021"
 Nancy Mace,PW02,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111215,GO24,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111221,"Tuesday, February 23, 2021"
 Ro Khanna,GO24,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111221,AS35,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111234,"Tuesday, February 23, 2021"
 Joseph D. Morelle,RU00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111249,AS29,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111218,"Tuesday, February 23, 2021"
 Cheri Bustos,AG00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111211,AP10,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111216,"Thursday, February 25, 2021"
 Marcy Kaptur,AG00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111211,AP10,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111216,"Thursday, February 25, 2021"
 Cynthia Axne,AG00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111211,BA16,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111245,"Thursday, February 25, 2021"
 David Scott,AG00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111211,BA16,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111245,"Thursday, February 25, 2021"
 Ami Bera,FA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111232,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111243,"Thursday, February 25, 2021"
 Brad Sherman,FA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111232,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111243,"Thursday, February 25, 2021"
 Young Kim,FA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111232,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111243,"Thursday, February 25, 2021"
 Peter Meijer,FA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111232,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111243,"Thursday, February 25, 2021"
 Susan Wild,FA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111232,SY00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111243,"Thursday, February 25, 2021"
 Lee M. Zeldin,FA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111232,BA01,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111244,"Thursday, February 25, 2021"
 Andy Barr,FA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111232,BA01,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111244,"Thursday, February 25, 2021"
 Ken Buck,FA00,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111232,JU05,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=111247,"Thursday, February 25, 2021"
